Price,Close,High,Low,Open,Volume
Ticker,INFY,INFY,INFY,INFY,INFY
Date,,,,,
2022-05-31,17.6085262298584,17.869945407484046,17.431133373052,17.776582433066082,14970000
2022-06-01,17.76724624633789,17.879282530897267,17.59919003871419,17.664544834837933,11631300
2022-06-02,18.21539306640625,18.224729719286806,17.972645433865107,17.972645433865107,9397700
2022-06-03,18.094018936157227,18.299421744504023,18.056674104229767,18.11269224251321,9036000
2022-06-06,18.140701293945312,18.336765658514864,18.103354683102875,18.224729387556383,3917300
2022-06-07,18.094018936157227,18.10335558933522,17.776581632028055,17.879281255416945,11026400
2022-06-08,17.88861846923828,18.028664709728297,17.879281815767673,18.009993183571645,3191500
2022-06-09,17.627197265625,18.009992929378967,17.627197265625,17.897954870097518,5958200
2022-06-10,17.11369514465332,17.384452770439598,16.992322203263225,17.384452770439598,8787000
2022-06-13,16.665544509887695,16.842937355241737,16.58151641370865,16.712225994082957,9535700
2022-06-14,17.029664993286133,17.09501978316811,16.80559066478316,16.81492731773551,11567800
2022-06-15,17.07634925842285,17.113694091635534,16.71222689508792,16.861609789507792,16537200
2022-06-16,16.49748992919922,16.609527995311307,16.432135132627437,16.581518033587123,5810400
2022-06-17,16.581518173217773,16.758911037395446,16.357443819891344,16.357443819891344,13242000
2022-06-21,17.524497985839844,17.6925541876818,17.235067068985554,17.29108699012259,14786000
2022-06-22,17.104358673095703,17.253741578301234,16.98298573041047,17.132368635616,12715900
2022-06-23,17.216394424438477,17.319094044949733,17.0763481922617,17.225731077354855,12097800
2022-06-24,17.431133270263672,17.459143230894647,17.095020865830303,17.15104078709225,6561500
2022-06-27,17.515161514282227,17.5338348215219,17.337768657074495,17.515161514282227,8163800
2022-06-28,17.23506736755371,17.589853084429357,17.216395840969152,17.515161635737318,5168800
2022-06-29,17.3751163482666,17.431134492672403,17.067013882857626,17.151041989858683,5126600
2022-06-30,17.28175163269043,17.33776977724412,17.12303207246772,17.17905021702141,10376700
2022-07-01,17.59918975830078,17.655207899687916,17.272414002104053,17.36577875827235,9066900
2022-07-05,17.431133270263672,17.449806577350987,17.14170413354859,17.2817503751343,10265200
2022-07-06,17.67388153076172,17.757909634773632,17.459143834191114,17.459143834191114,8860200
2022-07-07,17.88861846923828,17.907291776179502,17.645870821356123,17.729898921807045,9675500
2022-07-08,17.79525375366211,17.888618507784823,17.51516127207853,17.785917100171382,15835100
